id,title,year,abstract,primary_code,secondary_codes
US-11483663-B2,Audio processing device and a method for estimating a signal-to-noise-ratio of a sound signal ,2016,"A hearing aid includes a) at least one input unit for providing a time-frequency representation Y(k,n) of an electric input signal representing sound consisting of target speech and noise signal components, where k and n are frequency band and time frame indices, respectively, b) a noise reduction system configured to b1) determine an a posteriori signal to noise ratio estimate Î³(k,n) of the electric input signal, and to b2) determine an a priori signal to noise signal ratio estimate Î¶(k,n) of the electric input signal from the a posteriori signal to noise ratio estimate Î³(k,n) based on a recursive algorithm providing non-linear smoothing. The a posteriori signal to noise ratio estimate of said electric input signal is provided as a mixture of first and second different a posteriori signal to noise ratio estimates. The invention may be used in audio processing devices, such as hearing aids, headsets, etc.",215,"['251', '214']"
US-11839472-B2,Platforms to implement signal detection metrics in adaptive response-deadline procedures ,2016,"Example systems, methods, and apparatus, including cognitive platforms, are provided for applying signal detection metrics in computer-implemented adaptive response-deadline procedures to data collected based at least in part on user interaction(s) with computerized tasks and/or interferences. The apparatus can include a response classifier for generating a quantifier of the cognitive abilities of an individual. The apparatus also can be configured to adapt the tasks and/or interferences to enhance the individual's cognitive abilities.",251,"['212', '226']"
US-10043521-B2,User defined key phrase detection by user dependent sequence modeling ,2016,"Techniques related to key phrase detection for applications such as wake on voice are discussed. Such techniques may include determining a sequence of audio units for received audio input representing a user defined key phrase, eliminating audio units from the sequence to generate a final sequence of audio units, and generating a key phrase recognition model representing the user defined key phrase based on the final sequence.",251,"['212', '252', '351']"
US-11321613-B2,Parsimonious inference on convolutional neural networks ,2016,"The disclosed system incorporates a new learning module, the Learning Kernel Activation Module (LKAM), at least serving the purpose of enforcing the utilization of less convolutional kernels by learning kernel activation rules and by actually controlling the engagement of various computing elements: The exemplary module activates/deactivates a sub-set of filtering kernels, groups of kernels, or groups of full connected neurons, during the inference phase, on-the-fly for every input image depending on the input image content and the learned activation rules.",251,"['212', '231']"
US-11783849-B2,Enhanced multi-channel acoustic models ,2016,"This specification describes computer-implemented methods and systems. One method includes receiving, by a neural network of a speech recognition system, first data representing a first raw audio signal and second data representing a second raw audio signal. The first raw audio signal and the second raw audio signal describe audio occurring at a same period of time. The method further includes generating, by a spatial filtering layer of the neural network, a spatial filtered output using the first data and the second data, and generating, by a spectral filtering layer of the neural network, a spectral filtered output using the spatial filtered output. Generating the spectral filtered output comprises processing frequency-domain data representing the spatial filtered output. The method still further includes processing, by one or more additional layers of the neural network, the spectral filtered output to predict sub-word units encoded in both the first raw audio signal and the second raw audio signal.",251,"['252', '214']"
US-10521536-B2,RTL verification using computational complexity-based property ranking and scheduling ,2016,"A method or apparatus comprising a verification system using a processor to utilize a first set of verification engines to solve easy properties of an integrated circuit design, such as RTL, running a machine-learning algorithm for a hardness ranking analysis on a plurality of properties based on data from the first set of verification engines, and ranking the plurality of properties by a hardness of verification. The method or apparatus further to order the plurality of properties based on the hardness of verification.",251,"['215', '214', '212']"
US-11109812-B2,Electrocardiogram (ECG) signal based authentication apparatus and method ,2016,"An authentication apparatus includes one or more processors configured to temporally implement a neural network, used to extract a feature value from hidden nodes, that is connected to input nodes to which an electrocardiogram (ECG) signal is input so as to share a weight set with the input nodes, and to match the ECG signal and the extracted feature value to a user for registration.",251,"['215', '214', '252']"
US-10474112-B2,Adaptive control systems for buildings with dual band slot antenna ,2016,"A system is provided for controlling a first switch terminal of a building occupied by one or more building occupants. The system includes a plurality of switch terminal parameters relative to the building. A first computer system is coupled to the first switch terminal of the building at a first location of the building. The first computer system runs on at least one platform. The first computer system includes a dual-band slot antenna. A first plurality of sensors is coupled to the first switch terminal and the first computer system. At least a portion of the sensors provide signal data to the first computer system. The first computer system produces a command or data output that relates to at least one of: a command output for a local control system, a command output for a different system, a data output for a different system, a command output for a non-local device or a data output that is a non-local device, each of an output including learned data from that is based on machine intelligence from previous data collected about patterns of a building occupant.",215,"['251', '252']"
US-10552763-B2,Constraint-aware resource synchronization across hyper-distributed learning systems ,2016,"In one embodiment, a device in a network receives data indicative of a target state for one or more distributed learning agents in the network. The device determines a difference between the target state and state information maintained by the device regarding the one or more distributed learning agents. The device calculates a synchronization penalty score for each of the one or more distributed learning agents. The device selects a particular one of the one or more distributed learning agents with which to synchronize, based on the synchronization penalty score for the selected distributed learning agent and on the determined difference between the target state and the state information regarding the selected distributed learning agent. The device initiates synchronization of the state information maintained by the device regarding the selected distributed learning agent with state information from the selected distributed learning agent.",251,"['252', '351']"
US-10254935-B2,Systems and methods of providing content selection ,2016,"Systems and methods of providing content selection are provided. For instance, one or more signals indicative of a user selection of an object displayed within a user interface can be received. Responsive to receiving the one or more signals, a content attribute associated with one or more objects displayed within the user interface can be identified. A content entity can be determined based at least in part on the content attribute and the user selection. One or more relevant actions can then be determined based at least in part on the determined content entity. Data indicative of the relevant actions can then be provided for display.",251,"['252', '216']"
US-10977925-B2,Display system for usage compliance of hygiene equipment ,2016,"Displaying an indicator of a usage of hygiene equipment by one or more operators, the system including a first receiving section configured to receive usage data from an equipment sensor arrangement, said usage data indicating a usage of said hygiene equipment a calculation section configured to determine, based on said usage data said indicator and an output section configured to provide display data to a display unit based on said indicator, said display unit being arranged so as to convey said display data to said one or more operators.",251,"['215', '214', '252']"
US-10210656-B2,Method and apparatus for searching a database of 3D items using descriptors ,2016,"A method and apparatus for searching a database of 3D items using descriptors created for each item and for the 3D computer-generated model or the 3D physical object. The descriptor comprises a vector string comprising each of the feature vectors extracted from the images, and dimension-related features each representing a dimensional feature. The descriptor is created by obtaining 2D rendered images of the model by rotating the model about each different axis independently, and extracting a feature vector representing features. The model is rotated about the axes in angular steps which may be the same for each axis. The axes may comprise three mutually-perpendicular axes, where each angular step is in the range from 30Â° to 45Â°.",251,"['252', '212']"
US-11068949-B2,Distributed and automated transaction systems ,2016,"Methods and apparatus are described that use machine vision and machine learning to eliminate many of the steps of a typical retail transaction. For example, implementations are contemplated in which a user simply removes an item from a retail location to effect the transaction.",251,"['252', '351']"
US-10339408-B2,Method and device for Quasi-Gibbs structure sampling by deep permutation for person identity inference ,2016,"The present disclosure provides a method and device for visual appearance based person identity inference. The method may include obtaining a plurality of input images. The input images include a gallery set of images containing, persons-of-interest and a probe set of images containing person detections, and one input image corresponds to one person. The method may further include extracting N feature maps from the input images using a Deep Neural Network, N being a natural number constructing N structure samples of the N feature maps using conditional random field (CRF) graphical models learning the N structure samples from an implicit common latent feature space embedded in the N structure samples and according to the learned structures, identifying one or more images from the probe set containing a same person-of-interest as an image in the gallery set.",251,"['252', '351']"
US-11042795-B2,Sparse neuromorphic processor ,2016,"An information processor is provided that includes an inference module configured to extract a subset of data from information in an input and a classification module configured to classify the information in the input based on the extracted data. The inference module includes a first plurality of convolvers acting in parallel to apply each of N1 convolution kernels to each of N2 portions of the input image in order to generate an interim sparse representation of the input and a second plurality of convolvers acting in parallel to apply each of N3 convolution kernels to each of N4 portions of the interim sparse representation to generate a final sparse representation containing the extracted data. In order to take advantage of sparsity in the interim sparse representation, N3 is greater than N4 to parallelize processing in a non-sparse dimension and/or the second plurality of convolvers comprise sparse convolvers.",215,"['251', '214']"
US-11717684-B2,Nanoparticles for use for treating a neuronal disorder ,2016,"The present invention relates to the medical field, in particular to the treatment of neurological disorders. More specifically the present invention relates to a nanoparticle or nanoparticles' aggregate for use in prevention or treatment of a neurological disease or at least one symptom thereof in a subject when the nanoparticle or nanoparticles' aggregate is exposed to an electric field, wherein the nanoparticle's or nanoparticles' aggregate's material is selected from a conductor material, a semiconductor material, an insulator material with a dielectric constant Îµijkequal to or above 200, and an insulator material with a dielectric constant Îµijkequal to or below 100. It further relates to compositions and kits comprising such nanoparticles and/or nanoparticles' aggregates as well as to uses thereof.",213,"['221', '314', '321']"
US-11321321-B2,Record expansion and reduction based on a processing task in a data intake and query system ,2016,Systems and methods are described for processing records associated with a query that identifies an association between two data fields. The system can obtain a chunk of data that includes multiple records based on a query received by a data intake and query system. At least one record can include multiple sub-records that share a field value for at least one field. The system can generate a record from each sub-record and assign the generated records to one or more groups of partitions. The system can combine record data of generated records assigned to one partition of a group of partitions and then combine record data across the group of partitions. The system can process the results of the combination of records across the group of partitions based on the query.,252,"['251', '351']"
US-11861478-B2,"Machine learning model training method and apparatus, server, and storage medium ",2016,"A machine learning model training method includes: training a machine learning model using features of samples in a training set, where a sample in the training set corresponds to an initial first weight and an initial second weight. In one iteration, the method includes: determining a first sample set comprising one or more samples whose corresponding target variables are incorrectly predicted determining an overall predicted loss of the first sample set based on the predicted losses and corresponding first weights of samples in the first sample set updating the first weights and second weights of the samples in the first sample set based on the overall predicted loss of the first sample set and inputting the second weights, the features, and the target variables of the samples in the training set to the machine learning model, and initiating a next iteration of training the machine learning model.",251,"['252', '212']"
US-11581943-B2,Queues reserved for direct access via a user application ,2016,"A storage controller includes a processing device to send a Non-Volatile Memory Express over Fibre Channel (NVMe/FC) command to a submission queue without routing the NVMe/FC command through a kernel space, the submission queue being reserved for direct access by an initiator device to a user space of the storage controller.",251,"['252', '351']"
US-10762302-B2,"Translation method and apparatus, and translation system ",2017,"A translation method includes: selecting a source word from a source sentence generating mapping information including location information of the selected source word mapped to the selected source word in the source sentence and correcting a target word, which is generated by translating the source sentence, based on location information of a feature value of the target word and the mapping information.",251,"['264', '351']"
US-10389882-B2,Artificial intelligence (AI)-assisted conference system ,2017,"Embodiments herein provide a method for providing an Artificial Intelligence (AI)-assisted conference system. The method includes establishing an AI-assisted conference session with a plurality of calling applications associated with different domains. Further, the method includes determining an inactivity period in the AI-assisted conference session and recommend a topic content to the plurality of calling applications. Further, the method includes detecting a conflict between the plurality of participants associated with the plurality of calling applications and resolve the conflict using a conflict resolution. Furthermore, the method includes generating a visual artifact based on audio contents and textual contents provided by the plurality of participants during an interaction in the AI-assisted conference session.",251,"['252', '351']"
US-10810431-B2,"Method, apparatus and computer program product for disambiguation of points-of-interest in a field of view ",2017,"A method, apparatus, and computer program product are therefore provided for disambiguating non-deterministic spoken dialog commands as they relate to points-of-interest and information regarding points-of-interest within or near the field of view of a user. An apparatus may include a processor and a memory including program code instructions. The program code instructions are configured to, when executed, cause the apparatus to at least: receive an indication of a user location receive an indication of a field of view of the user at the location receive a natural language utterance generate, from the natural language utterance, a query, where the query includes at least one request determined from the natural language utterance, the location, and the field of view of the user determine a point-of-interest associated with the query by conducting a search of a database using the generated query and provide information associated with the point-of-interest via a user interface.",251,"['252', '351']"
US-10379840-B2,Crowd sourcing accessibility rendering system for non-accessible applications ,2017,"Techniques facilitating a crowd-sourcing accessibility rendering system for non-accessible applications are provided. A system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise an interaction component that monitors one or more interactions between one or more entities and a defined application. The computer executable components can also comprise an analysis component that determines accessibility related information associated with the defined application based on received feedback from an entity of the one or more entities. Further, the computer executable components can comprise an adjustment component that creates a modified application based on the one or more interactions and the accessibility related information of the defined application. The defined application is a non-disability accessible application and the modified application is a disability accessible application.",251,"['252', '351']"
US-11475559-B2,Artificial intelligence-enabled localization of anatomical landmarks ,2017,"The present disclosure relates to a method for medical imaging method for locating anatomical landmarks of a predetermining defined anatomy. The method comprises: a) providing a machine learning model for predicting anatomical landmarks in image data obtained using a set of acquisition parameters and for predicting a subsequent set of acquisition parameters of the set of acquisition parameters for subsequent acquisition of image data b) determining 5 a current set of acquisition parameters c) receiving survey image data representing a slice of the anatomy, the survey image data having the current set of current acquisition parameters d) identifying anatomical landmarks in the received image data using the machine learning model e) predicting another set of acquisition parameters using the machine learning model and repeating steps c)-e) for a predefined number of repetitions using the predicted set of 10 acquisition parameters as the current set of parameters and f) providing the identified anatomical landmarks.",251,"['224', '221']"
US-11449576-B2,Convolution operation processing method and related product ,2017,"Embodiments of this application provide a convolution operation processing method and a related product. The integrated chip includes a control unit, at least one convolutional processing element, an input cache, and an output cache. The control unit loads a sectioned convolution kernel and sectioned convolution input data into the input cache, the sectioned convolution kernel being generated by sectioning a convolution kernel and including a plurality of convolution kernel segments, and the sectioned convolution input data being generated by sectioning convolution input data and including a plurality of convolution input data segments and the at least one convolutional processing element performs a sectioned convolution operation on the sectioned convolution kernel and the sectioned convolution input data to obtain a sectioned convolution result, and stores the sectioned convolution result into the output cache.",215,"['251', '214', '351']"
US-10147200-B2,Quality measurement weighting of image objects ,2017,"Methods and apparatus, including computer program products, implementing and using techniques for classifying an object occurring in a sequence of images. The object is tracked through the sequence of images. A set of temporally distributed image crops including the object is generated from the sequence of images. The set of image crops is fed to an artificial neural network trained for classifying an object. The artificial network determines a classification result for each image crop. A quality measure of each classification result is determined based on one or more of: a confidence measure of a classification vector output from the artificial neural network, and a resolution of the image crop. The classification result for each image crop is weighed by its quality measure, and an object class for the object is determined by combining the weighted output from the artificial neural network for the set of images.",251,"['252', '214', '351']"
US-10949450-B2,Mtransaction processing improvements ,2017,"The technology features a system and computer-implemented method for resolving a relationship between objects. A target object index is generated based on a group of target objects. One or more lookup operations is performed on each target object in the target object index for each source object in a group of source objects. A plurality of source target object pairs is generated, each source target object pair comprising one source object and one target object having at least one matching data value. Each source target object pair is converted into a numeric feature vector. The numeric feature vector is classified corresponding to each source target object pair using a binary classifier. A match score to each source target object pair is applied based on the classification using the binary classifier. Any source target object pair having a match score lower than a match threshold value is discarded.",251,"['252', '351']"
US-11471083-B2,System and method for camera-based stress determination ,2017,"A system and method for camera-based stress determination. The method includes: determining a plurality of regions-of-interest (ROIs) of a body part determining a set of bitplanes in a captured image sequence for each ROI that represent HC changes using a trained machine learning model, the machine learning model trained with a hemoglobin concentration (HC) changes training set, the HC changes training set trained using bitplanes from previously captured image sequences of other human individuals as input and received cardiovascular data as targets determining an HC change signal for each of the ROIs based on changes in the set of determined bitplanes for each ROI, determining intervals between heartbeats based on peaks in the HC change signal determining heart rate variability using the intervals between heartbeats determining a stress level using at least one determination of a standard deviation of the heart rate variability and outputting the stress level.",251,"['213', '215']"
GB-2567723-B,Digital image completion using deep learning ,2017, ,251,"['212', '214']"
US-11074500-B2,Prediction of social media postings as trusted news or as types of suspicious news ,2017,"Disclosed are systems, techniques, and non-transitory storage media for predicting social media postings as being trusted news or a type of suspicious news. The systems, techniques, and non-transitory storage media are based on unique neural network architectures that learn from a combined representation including at least representations of social media posting content and a vector representation of communications among connected users.",251,"['252', '212']"
US-10852150-B2,Methods and apparatuses for fuel consumption prediction ,2017,A fuel consumption prediction method and apparatus is provided. A respective historic fuel consumption is extracted from historic travel data for at least one historic travel path of a vehicle. At least one historic fuel-related quantity influencing the respective historic fuel consumption is extracted from the historic travel data for each historic travel path. Model parameters of a machine learning model for predicting fuel consumption is adjusted based on the extracted respective historic fuel consumption and the at least one historic fuel-related quantity for each historic travel path. The fuel consumption for a planned trip is predicted using the machine learning model with the adjusted model parameters.,251,"['212', '214']"
US-11276002-B2,Hybrid training of deep networks ,2017,"Hybrid training of deep networks includes a multi-layer neural network. The training includes setting a current learning algorithm for the multi-layer neural network to a first learning algorithm. The training further includes iteratively applying training data to the neural network, determining a gradient for parameters of the neural network based on the applying of the training data, updating the parameters based on the current learning algorithm, and determining whether the current learning algorithm should be switched to a second learning algorithm based on the updating. The training further includes, in response to the determining that the current learning algorithm should be switched to a second learning algorithm, changing the current learning algorithm to the second learning algorithm and initializing a learning rate of the second learning algorithm based on the gradient and a step used by the first learning algorithm to update the parameters of the neural network.",251,"['212', '231']"
US-11062699-B2,Speech recognition with trained GMM-HMM and LSTM models ,2017,"A speech recognition method, comprising: acquiring speech data to be recognized extracting a Filter Bank feature and a Mel-Frequency Cepstral Coefficient (MFCC) feature in the speech data using the MFCC feature as input data of a trained Gaussian Mixture Model-Hidden Markov Model (GMM-HMM) model, acquiring a first likelihood probability matrix outputted by the trained GMM-HMM model using the Filter Bank feature as an input feature of a trained long short-term memory (LSTM) model which has a connection unit, acquiring a posterior probability matrix outputted by the LSTM model using the posterior probability matrix and the first likelihood probability matrix as input data of a trained HMM model, acquiring an second likelihood probability matrix and acquiring a target word sequence corresponding to the speech data to be recognized from a phoneme decoding network according to the second likelihood probability matrix.",251,"['252', '212']"
US-11587040-B2,"System and method for identifying, ordering, and contacting candidates for a target position based on a position detail profile for the target position ",2017,"The present disclosure provides a method for identifying, ordering, and contacting candidates for a target position based on a position detail profile for the target position. The method includes determining a position detail profile for the target position based on background details of users currently in a role corresponding to the target position, automatically determining a set of position-detail keywords for a search query to find one or more candidates for the target position, automatically prioritizing the set of position-detail keywords based on at least one of a frequency of occurrence of the keywords in the background details of the users currently to obtain a prioritized set of keywords, executing a search query based on the prioritized set of keywords to obtain a candidate list, determining a compatibility score between candidates in the candidate list, ordering the candidate list based on the compatibility scores of candidates.",251,"['333', '121']"
US-10796793-B2,Aggregation of artificial intelligence (AI) engines ,2017,"Example methods and systems for generating an aggregated artificial intelligence (AI) engine for radiotherapy treatment planning are provided. One example method may include obtaining multiple AI engines associated with respective multiple treatment planners generating multiple sets of output data using the multiple AI engines associated with the respective multiple treatment planners: comparing the multiple AI engines associated with the respective multiple treatment planners based on the multiple sets of output data and based on the comparison, aggregating at least some of the multiple AI engines to generate the aggregated AI engine for performing the particular treatment planning step. The multiple AI engines may be trained to perform a particular treatment planning step, and each of the multiple AI engines is trained to emulate one of the multiple treatment planners performing the particular treatment planning step.",251,"['212', '214']"
US-11783422-B1,Implementing machine learning for life and health insurance claims handling ,2017,"Techniques for implementing machine learning to improve claim handling are disclosed. In some scenarios, the machine-learning, analytics model may be trained in accordance with data that is relevant to insurance products, such as life and health insurance. A set of labeled historical claims each corresponding to a settlement amount may be analyzed to train an artificial neural network. A claim may be received from a user mobile device, and may be analyzed using the trained artificial neural network to predict a claim settlement, which may be used to generate a settlement offer. The settlement offer may be transmitted to the user's mobile device, and if a manifestation of acceptance is received from the user, then the claim may be automatically paid.",251,"['212', '241']"
US-10635091-B2,Machining condition adjustment device and machine learning device ,2017,"A machine learning device of a machining condition adjustment device includes: a state observation unit that observes each of machining condition data indicative of a machining condition of each used tool and cycle time data indicative of a cycle time of one machining, as a state variable a determination data acquisition unit that acquires determination data indicative of a result of an appropriateness determination of one machining in the case where an adjustment of the machining condition is performed and a learning unit that performs learning by associating the machining condition data and the cycle time data with the adjustment of the machining condition using the state variable and the determination data so as to enables effective use of the allowance of a cycle time.",214,"['251', '313']"
US-11107561-B2,Cloud-based distributed healthcare system with biometric devices and associated methods ,2017,"A system includes biometric devices generating biometric data on a person, with the biometric devices transmitting the biometric data via respective messaging protocols. A messaging platform receives the biometric data from the biometric devices based on the respective messaging protocols. A biometric data server receives the biometric data from the messaging platform. The biometric data server includes a biometric database, a biometric data algorithm, and a biometric data analyzer. The biometric database is to store the biometric data. The biometric data algorithm is to generate a biometric data model over time based on the biometric data to determine the person's version of normal bio-feedback at any given time in comparison to other like time periods. The biometric data analyzer is to analyze new biometric data in view of the biometric data model, and to generate at least one caregiver notification alert when an anomaly is detected outside the biometric data model.",251,"['252', '351', '133']"
