id,title,year,abstract,primary_code,secondary_codes
US-6813624-B1,Method and apparatus for archival and retrieval of multiple data streams ,2000,"Methods and apparatus for the processing, archival and retrieval of multiple data streams that are captured by multiple input modalities. A processing method preferably transforms the captured data into a form that is acceptable for the compatible archival method.",251,"['252', '351']"
US-6513022-B1,Dynamic programming network ,2000,"A dynamic programming network integrating sensor management, sensor fusion, and an application in a seamless structure in which these functions are mutually dependent and develop autonomously and concomitantly with experience. The dynamic programming network autonomously divides these functions into multiple subtasks that it can assign to the processors of a fine-grained parallel computer. As the number of processors available for these subtasks increases the network may attain its objective more efficiently. This architecture confers the greatest advantage in feature-rich applications such as identification of targets in synthetic aperture radar, visual, and infrared images. The design can be extended, however, to such diverse and general applications as control problems and machine intelligence. For the pattern recognition applications, the dynamic programming network detects, selects, and identifies features and patterns comprising those features via a series of observations rather than processing all data available in each image, thereby minimizing sensor usage and volume of data processed. The network remembers similar features contained in many images instead of many images containing similar features, thus conserving memory and facilitating data retrieval.",251,"['252', '214']"
US-8713476-B2,Computing device with improved user interface for applications ,2000,"A computing device includes a display screen, where the computing device is configured to display on the screen a menu listing one or more applications, and to display on the screen an application summary that can be reached directly from the menu, where the application summary displays a limited list of data offered within the one or more applications, each of the data in the list being selectable to launch the respective application and enable the selected data to be seen within the respective application, and where the application summary is displayed while the one or more applications are in an un-launched state.",251,"['216', '351']"
US-7013259-B1,System and method for teaching writing using microanalysis of text ,2000,"A technique for teaching expository writing using a system that provides an objective reader centric microanalysis of the information a writer has conveyed to a virtual reader. The technique uses a theory of discourse analysis such as the Linguistic Discourse Model. Using the technique, a text is segmented into discrete units of meaning of the selected theoretic model. Student analysis and understanding are facilitated by the assignment of types to the discrete units of meaning and by linking the discrete units of meaning into a discourse tree under the constraints imposed by the selected theory. A virtual, or objective, reader centric summary of the information actually conveyed by the text is then compared to the writer designated important concepts and the results conveyed as feedback to the writer.",264,"['231', '251']"
US-6853158-B2,Adaptive ripple suppression/compensation apparatus for permanent magnet linear motors ,2000,"A ripple suppressor/compensator useful in the general area of motion control and applicable to a wide range of servomechanisms exhibiting a force ripple characteristics, including the permanent magnet linear motors. An adaptive feed-forward control signal is generated which compensates for the ripple force, thus allowing for more precise tracking performance to be achieved.",215,"['214', '251', '311']"
US-6732097-B1,Relational text index creation and searching ,2000,"In an environment where it is desire to perform information extraction over a large quantity of textual data, methods, tools and structures are provided for building a relational text index from the textual data and performing searches using the relational text index.",251,"['252', '212']"
US-6722450-B2,Adaptive filter prediction method and system for detecting drill bit failure and signaling surface operator ,2000,An apparatus and method for monitoring and reporting downhole bit failure. Sensors are located on a sub assembly (which is removable from the drill bit) and send data to neural net or other adaptive filter. The neural net uses past sensor readings to predict future sensor readings. The value predicted for the sensors is subtracted from the actual value to produce a prediction error. Increases in prediction error are used to indicate bit failure. The results of this are transmitted to the operator by varying the pressure in the drilling mud flow.,214,"['251', '311']"
US-6947878-B2,Analysis of retail transactions using gaussian mixture models in a data mining system ,2000,"A computer-implemented data mining system that analyzes data using Gaussian Mixture Models. The data is accessed from a database, and then an Expectation-Maximization (EM) algorithm is performed in the computer-implemented data mining system to create the Gaussian Mixture Model for the accessed data. The EM algorithm generates an output that describes clustering in the data by computing a mixture of probability distributions fitted to the accessed data.",251,"['212', '252']"
US-6577960-B1,Liquid gauging apparatus using a time delay neural network ,2000,"Liquid gauging apparatus using a time delay neural network for determining a quantity of liquid in a container that is not directly measurable by sensors is disclosed. The apparatus comprises a plurality of sensors and a processor. Each of the sensors are capable of measuring a respective parameter of the liquid and for producing a time varying sensor output signal representative of the respective parameter measured thereby. The processor is programmed to process the sensor output signals by a time delay neural network algorithm to determine a current quantity of the liquid in the container based on current and past parameter measurements of the sensor output signals. Also disclosed is a method of training a time delay neural network algorithm for computing a quantity of liquid in a container from current and past liquid parameter sensor measurements. The method comprises the steps of: establishing a dynamic model of liquid behavior in the container and parameter measurements of the liquid behavior sensed by a plurality of sensors deriving from the dynamic model training data sets for a plurality of liquid quantity values, each data set comprising current and past liquid parameter sensor measurement values corresponding to a liquid quantity value of the plurality, and the corresponding liquid quantity value and training the time delay neural network algorithm with the derived training data sets.",251,"['215', '214']"
US-6766320-B1,Search engine with natural language-based robust parsing for user query and relevance feedback learning ,2000,"A search engine architecture is designed to handle a full range of user queries, from complex sentence-based queries to simple keyword searches. The search engine architecture includes a natural language parser that parses a user query and extracts syntactic and semantic information. The parser is robust in the sense that it not only returns fully-parsed results (e.g., a parse tree), but is also capable of returning partially-parsed fragments in those cases where more accurate or descriptive information in the user query is unavailable. A question matcher is employed to match the fully-parsed output and the partially-parsed fragments to a set of frequently asked questions (FAQs) stored in a database. The question matcher then correlates the questions with a group of possible answers arranged in standard templates that represent possible solutions to the user query. The search engine architecture also has a keyword searcher to locate other possible answers by searching on any keywords returned from the parser. The answers returned from the question matcher and the keyword searcher are presented to the user for confirmation as to which answer best represents the user's intentions when entering the initial search query. The search engine architecture logs the queries, the answers returned to the user, and the user's confirmation feedback in a log database. The search engine has a log analyzer to evaluate the log database to glean information that improves performance of the search engine over time by training the parser and the question matcher.",251,"['252', '351']"
US-6910035-B2,System and methods for providing automatic classification of media entities according to consonance properties ,2000,"In connection with a classification system for classifying media entities that merges perceptual classification techniques and digital signal processing classification techniques for improved classification of media entities, a system and methods are provided for automatically classifying and characterizing musical consonance properties of media entities. Such a system and methods may be useful for the indexing of a database or other storage collection of media entities, such as media entities that are audio files, or have portions that are audio files. The methods also help to determine media entities that have similar consonance by utilizing classification chain techniques that test distances between media entities in terms of their properties. For example, a neighborhood of songs may be determined within which each song has a similar consonance.",251,"['252', '212']"
US-6847979-B2,Conceptual factoring and unification of graphs representing semantic models ,2000,"Techniques for factoring one or more source graphs into a composite graph containing nodes representing analogous elements of the source graphs and a variability graph containing nodes representing differences in the source graphs. The composite graph is made by taking analogous input trees from the source graphs and traversing the trees from top to bottom looking for nodes in each tree at each level that are analogous to the nodes at that level in the other input trees. The sets of analogous nodes are found by first automatically correlating the nodes in the level currently being examined. Correlation may, for example, be based on similar values of a property of the nodes being correlated. Representations of the sets of correlated nodes are then displayed to a user, who indicates which sets of correlated nodes are in fact analogous. The user may also indicate that the nodes in a set of correlated nodes are not analogous or that nodes that were found by the automatic correlation not to be autonomous are in fact. The analogous nodes are allocated to a corresponding node at a corresponding level in the composite graph the other nodes are allocated to a set of anomalous nodes. One application for the techniques is managing graphs which are models of catalogs of items.",251,"['252', '351']"
US-6778951-B1,Information retrieval method with natural language interface ,2000,A method for retrieving documents in a knowledge database is disclosed in which a natural language query question is mapped to a plurality of equivalent strings. Both relevancies in meaning and in wording pattern are taken into account in ranking the equivalent strings by introducing respective weight factors. A document coupled to the top ranked equivalent string is retrieved and displayed to the questioner.,251,"['252', '351']"
US-7069589-B2,Detection of a class of viral code ,2000,A method and apparatus for detecting a class of viral code are provided. The apparatus comprises an heuristic analyzer and a search component. The heuristic analyzer heuristically analyzes a subject file and generates a set of flags along with statistical information. The search component uses the set of flags with statistical information to perform a search for a scan string and/or a statement type in the subject file. A positive detection alarm is triggered if the scan string and/or statement type is found at least a corresponding predetermined number of times. The heuristic analyzer may be rule-based and comprise an heuristic engine and heuristic rules. The search component also may be rule-based and comprise a search engine and viral code class rules.,251,"['252', '351']"
US-6897020-B2,Methods and compositions for elucidating relative protein expression levels in cells ,2000,"The present invention relates generally to methods and compositions for the identification of differential protein expression patterns and concomitantly the active genetic regions that are directly or indirectly involved in different tissue types, disease states, or other cellular differences desirable for diagnosis or for targets for drug therapy.",213,"['231', '321']"
US-6996472-B2,Drift compensation method for fingerprint spectra ,2000,"Methods of compensating for drift in fingerprint spectra of microorganisms caused by changes in their environment are disclosed. These methods of compensating for drift permit identification of microorganisms from their fingerprint spectra regardless of the environment from which the microorganisms are obtained. Furthermore, the disclosed methods may be used to construct coherent databases of fingerprint spectra that may be expanded even though the standard database conditions are no longer experimentally achievable. In particular embodiments, methods of compensating for drift in pyrolysis mass spectra, constructing coherent pyrolysis mass spectral databases, and identifying bacteria from their pyrolysis mass spectra are disclosed.",213,"['314', '251']"
US-6732083-B2,Validation of nearest neighbor classifiers ,2000,"A computer-based system computes a probabilistic bound on the error probability of a nearest neighbor classifier as follows. A subset of the examples in the classifier is used to form a reduced classifier. The error frequency of the reduced classifier on the remaining examples is computed as a baseline estimate of the error probability for the original classifier. Additionally, subsets of the examples outside the reduced classifier are combined with the reduced classifier and applied to the remaining examples in order to estimate the difference in error probability for the reduced classifier and error probability for the original classifier.",251,"['212', '231']"
US-7357934-B2,Intracranial botulinum toxin therapy for focal epilepsy ,2000,Methods for treating and/or curing epilepsy by intracranial administration of a botulinum toxin.,221,"['213', '321']"
US-7451087-B2,System and method for converting text-to-voice ,2000,"A method for converting text to concatenated voice by utilizing a digital voice library and a set of playback rules is provided. The method includes receiving and expanding text data to form a sequence of text and pseudo words. The sequence of text and pseudo words is converted into a sequence of speech items, and the sequence of speech items is converted into a sequence of voice recordings. The method includes generating voice data on the sequence of voice recordings by concatenating adjacent recordings in the sequence of voice recordings.",251,"['264', '252', '351']"
US-7551927-B2,Communique wireless subscriber device for a cellular communication network ,2000,"The wireless subscriber device that is operable in a communique system for cellular communication networks operates with existing cellular communication networks to provide communique communication services to subscribers. The Communique can be unidirectional (broadcast) or bidirectional (interactive) in nature and the extent of the Communique can be network-wide broadcast or narrowcast, where cells and/or cell sectors are grouped to cover a predetermined geographic area or demographic population or subscriber interest group to transmit information to subscribers who populate the target audience for the narrowcast transmissions. The wireless subscriber devices used to communicate with the communique system for cellular communication networks are typically full function communication devices that include: WAP enabled cellular telephones, personal digital assistants, Palm Pilots, personal computers, and the like or special communique only communication devices that are specific to communique reception or MP3 audio players (essentially a radio receiver or communique radio) or an MPEG4 video receiver (communique TV) or other such specialized communication device. The wireless subscriber devices can either be mobile wireless communication devices in the traditional mobile subscriber paradigm, or the fixed wireless communication devices in the more recent wireless product offerings. Furthermore, these communique communication services can be free services, subscription based services, or toll based services, while the data propagation can be based on push, pull and combinations of push/pull information distribution modes.",215,"['252', '251', '352']"
US-6478425-B2,System and method for automatically adjusting a lens power through gaze tracking ,2000,"The present invention relates to a device containing an automatic zoom lens, and more particularly to a zoom lens that is controlled by a processor that is linked to a gaze tracking system. As a user looks onto an object through the device, the gaze tracking system collects data relating to the position of each eye of the user. This eye position data is input into the processor where the focal point of the user is determined. The processor then adjusts the zoom lens to zoom in or out onto the object based on either a predetermined or user input zoom factor.",215,"['251', '214', '311']"
US-7024313-B2,Method of estimating the properties of a polymer product ,2000,"The present invention relates to a method of estimating the properties of a polymer product by using converted process variables (cPV's) which means process variable that final or intermediate product experienced earlier in average in the reactors by stage with respect to the final product, which incorporates residence time distribution to process variables, wherein said method comprises the following steps of: computing cPV's by incorporating the residence time distribution to said process variables by means of theoretically determining the amounts of content and discharge of the product in the process, and then solving the balance equations of a hypothetical substance by taking the respective process variables as those of the hypothetical substance: and estimating the properties of the product by inputting to various property estimation models cPV's in the reactors by stage with respect to the final product after incorporating the residence time distribution to said process variables.",214,"['313', '311']"
US-6582380-B2,System and method of monitoring and modifying human activity-based behavior ,2000,"A system and method for monitoring the activity level of one or more individuals and modifying the behavior of those individuals based on feedback from the activity level monitoring is disclosed. When applying the system and method to hyperactive children in a classroom environment, an activity monitor is attached to each hyperactive child. The activity monitor determines the intensity of the subject's activity at the end of each epoch (approximately every 5 seconds), stores the determined intensity, and compares the determined intensity to an epoch threshold. If the determined intensity exceeds the epoch threshold, the hyperactive child is given vibrotactile feedback by the attached activity monitor. The length of time that the vibrotactile feedback is applied is proportional to the amount the determined epoch intensity exceeds the epoch threshold. When the hyperactive child presses a button on the activity monitor to thereby request session feedback, the session intensity is compared to two different session thresholds, and one of three LEDs on the activity monitor is lit up, depending on where the session intensity is in comparison to the two session thresholds. A base station, either a simple hand-held device or a more complicated desk-top device, is under the control of the teacher and has a wireless communication link with the activity monitors so that information may be downloaded and the activity monitors may be controlled.",215,"['251', '214', '351']"
US-6768927-B2,Control system ,2000,The invention relates to a control system to which a state vector representing the states of a controlled system is applied. The control system provides a correcting variables vector of optimized correcting variables. The relation between state vector and correcting variables vector is defined by a matrix of weights. These weights depend on the solution of the state dependent Riccati equation. An equation solving system for solving the state dependent Riccati equation in real time is provided. The state vector is applied to this equation solving system. The solution of the state dependent Riccati equation is transferred to the control system to determine the weights.,215,"['214', '251', '311']"
US-6556979-B1,Method and system for identifying consumer credit revolvers with neural network time series segmentation ,2000,"Initially, customer time series credit files are acquired. The credit files are organized in a data mart environment for supporting a query system. Time series utilization attributes are created and a neural network time series segmentation process is applied and NÃ—N dimension segments are generated for analysis. The chart may be modified to more accurately depict profitable credit revolvers. Credit data from each potential new customer is processed in a similar fashion by the neural network segmentation process. Profitable credit revolvers are identified by having credit utilization patterns belonging to profitable segments previously identified.",251,"['212', '252', '241']"
DE-60133840-T2,DEVICE AND METHOD FOR GENERATING A THREE-DIMENSIONAL PRESENTATION FROM A TWO-DIMENSIONAL IMAGE ,2000,The invention pertains to a method for generating a three-dimensional face representation. The method comprises finding a face image in a two-dimensional image using a two-dimensional face model built from a two-dimensional training set. A three-dimensional face model is built from a three-dimensional training set to generate the three-dimensional face representation from the face image.,251,"['212', '351']"
US-6615197-B1,Brain programmer for increasing human information processing capacity ,2000,"The present invention is a signaling system for the improvement of cognitive performance and intelligence, including: a) a method for improving the human cognitive performance and intelligence through a signaling program, a sequence of signals, that is presented to a person, stored in his/her long term memory, and recalled as control signals to effect periodical changes in the chunk size and number of chunks and the percentage of active units in the model of neural representation, thus reducing internal noise, error rate (ER) and response time (RT) b) a Computerized Auditory Program (CAP), which is a recording of a combination of sequences of computer generated sound signals and verbal instructions and signals, and is used as the signaling program mentioned in a) above and c) a reinforcement system which uses a sequence of vibratory, visual, auditory, or other types of stimulus pulses that are initially associated with the signaling program, for example CAP in one embodiment, through time-correlated presentation and are subsequently presented at intervals in time that are correlated with CAP after CAP presentation has stopped, thus constantly offsetting the dissipation of the CAP memory and maintaining and reinforcing the CAP effects over time.",226,"['251', '214']"
US-6395546-B1,Generation of dopaminergic neurons from human nervous system stem cells ,2000,"The present invention relates to methods for generating dopaminergic neurons in vitro from embryonic and adult central nervous system cells. Specifically, these cells are isolated, cultured in vitro and stimulated to differentiate into dopaminergic neurons by down-regulating COUP-TFI and/or COUP-TFII expression or increasing NOT1 expression. These newly generated dopaminergic neurons may serve as an excellent source for cell replacement therapy in neurological disorders in which the dopaminergic system is compromised.",213,"['314', '231']"
US-8706187-B2,Imaging methods for early detection of brain tumors following embryonic stem cell implants ,2000,"Non-invasive imaging methods and minimally invasive sensing methods are used for assessing the viability of cells implanted in the central nervous system for therapeutic purposes and for detecting the transformation of such cells, including embryonic stem cells, into brain tumors. In particular, the present invention provides an imaging means for differentiating normal cell proliferation and angiogenesis following a cell implant from abnormal tumor growth and neovascularization associated with teratoma-inducing implanted embryonic stem cells.",213,"['221', '314']"
US-6436703-B1,Nucleic acids and polypeptides ,2000,"The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",213,"['314', '231']"
FI-112706-B,Method and arrangement for input of data to an electronic device and electronic device ,2000, ,215,"['251', '214']"
US-6879722-B2,Method and apparatus for statistical text filtering ,2000,"Disclosed herein is a method for automatically filtering a corpus of documents containing textual and non-textual information of a natural language. According to the method, through a first dividing step (101), the document corpus is divided into appropriate portions. At a following determining step (105), for each portion of the document corpus, there is determined a regularity value (VR) measuring the conformity of the portion with respect to character sequences probabilities predetermined for the language considered. At a comparing step (107), each regularity value (VR) is then compared with a threshold value (VT) to decide whether the conformity is sufficient. Finally, at a rejecting step (111), any portion of the document corpus whose conformity is not sufficient is rejected and removed from the corpus. An apparatus for carrying out such a method is also disclosed.",251,"['212', '252', '264']"
US-6990474-B2,Evaluation system ,2000,"An evaluation system (10) for evaluating media is described. The system is particularly suitable for evaluating banknotes to determine their suitability for use in an ATM. The system comprises sensing means (12) for sensing properties of media (18) including the location of any imperfection in the media, and an evaluation module (16) for evaluating imperfections in the media(18). The evaluation module (16) includes a classifier (52) comprising an artificial neural network (60) and fuzzy logic (66). The evaluation module (16) may include a plurality of classifiers (52), and a second level classifier (56) for generating a suitability index (20) from the outputs of the first level classifiers (52). A method of evaluating media is also described.",251,"['252', '214']"
US-7085726-B1,Robustness and notifications in travel planning system ,2000,"A method includes determining a travel itinerary that includes a first segment that is scheduled to arrive at a location at an arrival time and a second segment that is scheduled to depart from the location at a departure time. The method also includes deriving a probability distribution of delays in the arrival time based on an arrival statistical model of the first segment, retrieving a minimum connection time required by a traveler traveling in the first segment to connect to the second segment, and computing a likelihood that the traveler will fail to connect to the second segment based on the probability distribution of delays in the arrival time. Annotations are derived from the computed likelihood and added to the travel itinerary.",251,"['252', '212']"
US-6893407-B1,Communication method and apparatus ,2000,"The present invention relates to a non-lingual communication method and apparatus, wherein a physical or physiological signal consciously created by a first subject (1) is detected and converted into a transmitted output signal presented to a second subject (7) in order to communicate information from the first subject (1) to the second subject (7). The invention further relates to rehabilitation of handicapped people.",215,"['214', '226']"
US-7409318-B2,Support network ,2000,"A method of device maintenance, comprising:providing a maintenance network including a user site and a multi-device servicing site that provides maintenance to at least one target device in said user siteselecting, by a user, a degree of access of maintenance functions of said servicing site to at least one of maintenance-related information of said target device and commanding said target device to perform a maintenance-related task andsetting said degree of access.",251,"['252', '351', '133']"
US-6907403-B1,Identifying industry sectors using statistical clusterization ,2000,"Provided is a technique for classifying stocks into business sectors by calculating, for each of multiple exogenous variables, a measure of a tendency for a value of a stock to change as a result of a change in a data value for each such exogenous variable. The foregoing step is then repeated for each of several different stocks. Finally, the different stocks are grouped into different sectors based on similarities of such measures of tendency to change.",212,"['241', '251', '331']"
US-7181529-B2,Business to business engine and system for facilitating information interexchange using realtime data ,2000,"A system and method for facilitating information interexchange between a wireless telecommunications system having at least one telecommunications device therein and an information service provider. A Business-to-Business (B2B) engine is connected to the telecommunications system for receiving realtime information related to a telecommunications device within the telecommunications system. This realtime information is provided by the B2B engine to the information service provider, which consequently provides content data to the telecommunications device within the telecommunications system.",251,"['252', '133']"
US-6539354-B1,Methods and devices for producing and using synthetic visual speech based on natural coarticulation ,2000,"A method of producing synthetic visual speech according to this invention includes receiving an input containing speech information. One or more visemes that correspond to the speech input are then identified. Next, the weights of those visemes are calculated using a coarticulation engine including viseme deformability information. Finally, a synthetic visual speech output is produced based on the visemes' weights over time (or tracks). The synthetic visual speech output is combined with a synchronized audio output corresponding to the input to produce a multimedia output containing a 3D lipsyncing animation.",251,"['264', '265']"
US-10417275-B2,Artificial intelligence assisted tagging of users in digital media online ,2000,"A system, computer program, and method for storing and sharing images such as photographs via a communications network (16) and for permitting the identification of objects within the images. The invention allows the identification of objects such as persons within the photos without requiring the person submitting the photos to type in identification information for each and every photo in a photo album. The invention also allows users to automatically share their photos with others and to automatically search for photos and/or certain people in photos.",251,"['252', '351']"
US-7340393-B2,"Emotion recognizing method, sensibility creating method, device, and software ",2000,"An object of the invention is to provide an emotion detecting method capable of detecting emotion of a human accurately, and provide sensibility generating method capable of outputting sensibility akin to that of a human. An intensity, a tempo, and intonation in each word of a voice are detected based on an inputted voice signal, amounts of change are obtained for the detected contents, respectively, and signals expressing each states of emotion of anger, sadness, and pleasure are generated based on the amounts of change. A partner's emotion or situation information is inputted, and thus instinctive motivation information is generated. Moreover, emotion information including basic emotion parameters of pleasure, anger, and sadness is generated, which is controlled based on the individuality information.",251,"['264', '214']"
US-6677941-B2,Three-dimensional relative positioning and tracking using LDRI ,2000,"The present invention relates to a process and system for three-dimensional (3D) relative positioning and tracking, utilizing a range image and reflectance image producer including a laser dynamic range imager (LDRI), wherein a complete suite of unique 3D relative positioning and tracking algorithms and processing methods, including cross plane correlation, subpixel tracking, focal length determination, Kalman filtering, and orientation determination, is employed to take full advantage of the range information and reflectance information provided by the LDRI to provide relative position and orientation of a target to simultaneously provide the 3-D motion of multiple points of a target without the necessity of using multiple cameras and specific targets and the relative attitude of the target with respect to a carrier of the LDRI.",251,"['215', '214', '311']"
US-7006657-B2,"Methods for enabling evaluation of typological characteristics of external body portion, and related devices ",2000,A method of enabling evaluation of a typological characteristic of an external body portion of an individual comprises generating a sequence of images simulating varying degrees of at least one typological characteristic of an external body portion and enabling identification of at least one image within the sequence of images that substantially corresponds to a typological characteristic of the external body portion of the individual.,251,"['216', '214', '213']"
ES-2322432-T3,"NEW ANTIBODY, IMMUNO TEST AND PROCEDURE FOR THE DETECTION OF CANCER DE PROTASTA. ",2000,"This invention concerns an antibody which binds with high affinity to human single-chain intact, i.e. not internally cleaved, mature and/or zymogen forms of prostate specific antigen (SCINT PSA). The antibody does not bind to a nicked PSA (PSA-N), wherein said PSA-N has been formed by internal peptide bond cleavage(s) of SCINT PSA resulting in two-chain or multi-chain PSA. This invention further concerns an immunoassay and a method for differentiating patients with cancer of the prostate (PCa) from patients with benign prostatic hyperplasia (BPH) and/or healthy male subjects without PCa, patients with aggressive PCa from patients with indolent PCa and/or patients with clinically localized and/or organ confined PCa from patients with extraprostatic extension of PCa and/or PCa with metastatic spread to lymph nodes or bone marrow using said antibody.",213,"['321', '314']"
